Query_9386987,XP_063556659.1,99.746,393,1,0,1,393,16,408,0.0,814,99.75
Query_9386987,7XZZ_K,100.000,393,0,0,1,393,3,395,0.0,814,100.00
Query_9386987,8R1F_C,100.000,393,0,0,1,393,25,417,0.0,814,100.00
Query_9386987,NP_000537.3,100.000,393,0,0,1,393,1,393,0.0,813,100.00
Query_9386987,AYE20617.1,99.746,393,1,0,1,393,1,393,0.0,813,100.00
Query_9386987,AYE20613.1,99.746,393,1,0,1,393,1,393,0.0,812,100.00
Query_9386987,AYE20623.1,99.746,393,1,0,1,393,1,393,0.0,812,99.75
Query_9386987,AAA61212.1,99.746,393,1,0,1,393,1,393,0.0,812,99.75
Query_9386987,XP_004058559.3,99.746,393,1,0,1,393,1,393,0.0,812,99.75
Query_9386987,CAA42633.1,99.746,393,1,0,1,393,1,393,0.0,812,100.00
Query_9386987,EAW90142.1,99.746,393,1,0,1,393,16,408,0.0,812,99.75
Query_9386987,AFN61606.1,99.746,393,1,0,1,393,1,393,0.0,812,99.75
Query_9386987,UNB14053.1,100.000,392,0,0,2,393,12,403,0.0,811,100.00
Query_9386987,WOX59026.1,99.746,393,1,0,1,393,1,393,0.0,811,99.75
Query_9386987,AYE20618.1,99.746,393,1,0,1,393,1,393,0.0,811,99.75
Query_9386987,AYE20622.1,99.746,393,1,0,1,393,1,393,0.0,811,99.75
Query_9386987,UIW38580.1,99.746,393,1,0,1,393,1,393,0.0,811,99.75
Query_9386987,AYE20612.1,99.746,393,1,0,1,393,1,393,0.0,811,99.75
Query_9386987,AYE20610.1,99.746,393,1,0,1,393,1,393,0.0,811,99.75
Query_9386987,BAJ52715.1,99.746,393,1,0,1,393,1,393,0.0,811,99.75
Query_9386987,AAX42852.1,99.746,393,1,0,1,393,1,393,0.0,811,99.75
Query_9386987,AAA59989.1,99.746,393,1,0,1,393,1,393,0.0,811,99.75
Query_9386987,AYE20615.1,99.746,393,1,0,1,393,1,393,0.0,811,99.75
Query_9386987,AAC12971.1,99.746,393,1,0,1,393,1,393,0.0,811,99.75
Query_9386987,WOX59030.1,99.746,393,1,0,1,393,1,393,0.0,811,99.75
Query_9386987,YCJ03733.1,99.746,393,1,0,1,393,1,393,0.0,811,99.75
Query_9386987,YCJ03734.1,99.746,393,1,0,1,393,1,393,0.0,811,99.75
Query_9386987,AYE20614.1,99.746,393,1,0,1,393,1,393,0.0,810,99.75
Query_9386987,AYE20620.1,99.746,393,1,0,1,393,1,393,0.0,810,99.75
Query_9386987,CAA42631.1,99.746,393,1,0,1,393,1,393,0.0,810,99.75
Query_9386987,AYE20611.1,99.746,393,1,0,1,393,1,393,0.0,810,99.75
Query_9386987,WNA08435.1,99.746,393,1,0,1,393,1,393,0.0,810,99.75
Query_9386987,CAA42634.1,99.491,393,2,0,1,393,1,393,0.0,810,99.75
Query_9386987,AEY81367.1,99.491,393,2,0,1,393,1,393,0.0,810,99.75
Query_9386987,AYE20616.1,99.746,393,1,0,1,393,1,393,0.0,810,99.75
Query_9386987,WOX59027.1,99.746,393,1,0,1,393,1,393,0.0,810,99.75
Query_9386987,AAV38428.1,99.491,393,2,0,1,393,1,393,0.0,810,99.75
Query_9386987,WOX59024.1,99.746,393,1,0,1,393,1,393,0.0,810,99.75
Query_9386987,WOX59025.1,99.746,393,1,0,1,393,1,393,0.0,810,99.75
Query_9386987,AAD28535.1,99.491,393,2,0,1,393,1,393,0.0,810,99.75
Query_9386987,AAA61211.1,99.491,393,2,0,1,393,1,393,0.0,809,99.49
Query_9386987,AYE20621.1,99.746,393,1,0,1,393,1,393,0.0,809,99.75
Query_9386987,CAA42629.1,99.491,393,2,0,1,393,1,393,0.0,809,99.75
Query_9386987,UNB14057.1,99.745,392,1,0,2,393,12,403,0.0,809,99.74
Query_9386987,CAA42626.1,99.491,393,2,0,1,393,1,393,0.0,809,99.49
Query_9386987,AAA59987.1,99.491,393,2,0,1,393,1,393,0.0,809,99.49
Query_9386987,UNB14056.1,99.745,392,1,0,2,393,12,403,0.0,809,99.74
Query_9386987,AAX36369.1,99.491,393,2,0,1,393,1,393,0.0,809,99.49
Query_9386987,UNB14054.1,99.745,392,1,0,2,393,12,403,0.0,809,99.74
Query_9386987,CAA42628.1,99.491,393,2,0,1,393,1,393,0.0,809,99.49
Query_9386987,AAH03596.1,99.491,393,2,0,1,393,1,393,0.0,809,99.49
Query_9386987,ACI25593.1,99.491,393,2,0,1,393,1,393,0.0,808,99.49
Query_9386987,AKI70246.1,99.237,393,3,0,1,393,1,393,0.0,808,99.49
Query_9386987,CAA42635.1,99.491,393,2,0,1,393,1,393,0.0,808,99.49
Query_9386987,AEY81366.1,99.491,393,2,0,1,393,1,393,0.0,807,99.49
Query_9386987,ABM86630.1,99.237,393,3,0,1,393,1,393,0.0,807,99.24
Query_9386987,UNB14058.1,99.490,392,2,0,2,393,12,403,0.0,806,99.49
Query_9386987,BAC16799.1,99.237,393,3,0,1,393,1,393,0.0,806,99.24
Query_9386987,AKI70247.1,99.237,393,3,0,1,393,1,393,0.0,806,99.24
Query_9386987,EAW90140.1,99.492,394,1,1,1,393,1,394,0.0,806,99.49
Query_9386987,AKI70249.1,99.237,393,3,0,1,393,1,393,0.0,806,99.24
Query_9386987,UNB14060.1,99.490,392,2,0,2,393,12,403,0.0,806,99.49
Query_9386987,UNB14055.1,99.490,392,2,0,2,393,12,403,0.0,806,99.49
Query_9386987,WOX59028.1,98.005,401,0,1,1,393,1,401,0.0,805,98.00
Query_9386987,AKI70248.1,99.237,393,3,0,1,393,1,393,0.0,805,99.24
Query_9386987,ABB72446.1,98.982,393,4,0,1,393,1,393,0.0,805,99.24
Query_9386987,UNB14059.1,99.235,392,3,0,2,393,12,403,0.0,804,99.23
Query_9386987,WNA08434.1,98.728,393,0,1,1,393,1,388,0.0,798,98.73
